id,fractal_id,symbol,direction,entry_price,sl_initial,volume_total,volume_per,status,source_timeframe,created_at
1093,402769,XAUUSDm,SELL,4191.06488,4192.578,0.05,0.05,closed,5min,2026-06-19T01:00:21.529933
1092,402102,XAUUSDm,SELL,4195.12716,4199.909,0.05,0.05,closed,5min,2026-06-19T00:50:12.252012
1091,402084,XAUUSDm,SELL,4191.06488,4192.578,0.05,0.05,closed,5min,2026-06-19T00:50:10.556177
1090,401433,XAUUSDm,BUY,4186.602868,4173.667,0.05,0.05,closed,5min,2026-06-19T00:40:10.738728
1089,401348,XAUUSDm,SELL,4191.06488,4192.578,0.05,0.05,closed,5min,2026-06-19T00:35:08.179305
1088,400555,XAUUSDm,BUY,4186.602868,4173.667,0.05,0.05,closed,5min,2026-06-19T00:25:15.193335
1087,399378,XAUUSDm,SELL,4191.91332,4199.909,0.05,0.05,cancelled_restart,15min,2026-06-19T00:00:40.282980
1086,399144,XAUUSDm,BUY,4189.0291640000005,4171.353,0.05,0.05,closed,30min,2026-06-19T00:00:37.616718
1085,399046,XAUUSDm,SELL,4207.5266,4230.859,0.05,0.05,closed,2H,2026-06-19T00:00:35.405339
1084,398970,XAUUSDm,BUY,4188.0397840000005,4170.058,0.05,0.05,closed,2H,2026-06-19T00:00:33.448744
1083,398918,XAUUSDm,BUY,4187.389332,4179.864,0.05,0.05,closed,2H,2026-06-19T00:00:31.578332
1082,398684,XAUUSDm,BUY,4187.392796,4163.566,0.05,0.05,closed,4H,2026-06-19T00:00:28.788895
1081,398682,XAUUSDm,BUY,4168.975548,4145.389,0.05,0.05,closed,4H,2026-06-19T00:00:26.572551
1080,398678,XAUUSDm,BUY,4123.650184,4043.978,0.05,0.05,closed,4H,2026-06-19T00:00:24.744670
1079,398527,XAUUSDm,SELL,4191.06488,4192.578,0.05,0.05,closed,5min,2026-06-18T23:55:10.682710
1078,398171,XAUUSDm,SELL,4195.12716,4199.909,0.05,0.05,closed,5min,2026-06-18T23:45:19.159007
1077,398154,XAUUSDm,SELL,4198.42492,4208.053,0.05,0.05,closed,5min,2026-06-18T23:45:17.479677
1076,398152,XAUUSDm,SELL,4191.06488,4192.578,0.05,0.05,closed,5min,2026-06-18T23:45:15.760287
1075,397987,XAUUSDm,SELL,4191.91332,4199.909,0.05,0.05,closed,15min,2026-06-18T23:45:13.512848
1074,397887,XAUUSDm,BUY,4163.277964,4132.728,0.05,0.05,closed,15min,2026-06-18T23:45:11.693910
1073,397078,XAUUSDm,SELL,4207.952719999999,4221.883,0.05,0.05,closed,30min,2026-06-18T23:30:14.132714
1072,396915,XAUUSDm,SELL,4198.42492,4208.053,0.05,0.05,closed,5min,2026-06-18T23:25:08.437126
1071,396540,XAUUSDm,SELL,4198.42492,4208.053,0.05,0.05,closed,5min,2026-06-18T23:15:13.774869
1070,396450,XAUUSDm,BUY,4193.890192,4190.463,0.05,0.05,closed,5min,2026-06-18T23:15:11.605759
1069,396435,XAUUSDm,BUY,4186.602868,4173.667,0.05,0.05,closed,5min,2026-06-18T23:15:09.954372
1068,392192,XAUUSDm,SELL,4217.2527199999995,4235.334,0.05,0.05,closed,30min,2026-06-18T23:10:10.612428
1067,395896,XAUUSDm,BUY,4192.472412,4182.58,0.05,0.05,closed,5min,2026-06-18T23:05:10.254192
1066,395206,XAUUSDm,BUY,4208.788024,4202.88,0.05,0.05,closed,5min,2026-06-18T22:55:11.222285
1065,395012,XAUUSDm,BUY,4208.58436,4205.514,0.05,0.05,cancelled_restart,5min,2026-06-18T22:50:12.531168
1064,391904,XAUUSDm,BUY,4203.065444,4194.48,0.05,0.05,closed,2H,2026-06-18T22:40:08.053411
1063,391061,XAUUSDm,SELL,4215.392760000001,4218.524,0.05,0.05,closed,5min,2026-06-18T20:40:07.131302
1062,390875,XAUUSDm,SELL,4217.3952,4233.099,0.05,0.05,closed,5min,2026-06-18T20:35:11.082737
1061,390685,XAUUSDm,SELL,4222.19576,4226.454,0.05,0.05,closed,5min,2026-06-18T20:30:19.285534
1060,390660,XAUUSDm,SELL,4223.372799999999,4228.48,0.05,0.05,closed,5min,2026-06-18T20:30:17.860987
1059,388038,XAUUSDm,SELL,4219.10868,4224.497,0.05,0.05,closed,5min,2026-06-18T20:15:10.327523
1058,386730,XAUUSDm,SELL,4217.2527199999995,4235.334,0.05,0.05,closed,30min,2026-06-18T20:15:08.944655
1057,387565,XAUUSDm,BUY,4213.04092,4202.782,0.05,0.05,closed,15min,2026-06-18T19:45:11.657341
1056,387373,XAUUSDm,BUY,4208.788024,4202.88,0.05,0.05,closed,5min,2026-06-18T19:40:11.701741
1055,387370,XAUUSDm,BUY,4208.58436,4205.514,0.05,0.05,closed,5min,2026-06-18T19:40:10.310891
1054,387369,XAUUSDm,BUY,4210.320972,4207.341,0.05,0.05,closed,5min,2026-06-18T19:40:08.920318
1053,386661,XAUUSDm,BUY,4189.0291640000005,4171.353,0.05,0.05,closed,30min,2026-06-18T19:30:15.339948
1052,385630,XAUUSDm,SELL,4217.3952,4233.099,0.05,0.05,closed,5min,2026-06-18T19:25:09.659476
1051,385711,XAUUSDm,BUY,4208.58436,4205.514,0.05,0.05,closed,5min,2026-06-18T19:10:07.679395
1050,385519,XAUUSDm,BUY,4208.788024,4202.88,0.05,0.05,closed,5min,2026-06-18T19:05:09.158590
1049,385515,XAUUSDm,BUY,4210.320972,4207.341,0.05,0.05,closed,5min,2026-06-18T19:05:07.775669
1048,385147,XAUUSDm,BUY,4213.04092,4202.782,0.05,0.05,closed,15min,2026-06-18T19:00:16.310820
1047,384050,XAUUSDm,BUY,4216.403308,4211.246,0.05,0.05,closed,5min,2026-06-18T18:40:06.861174
1046,381434,XAUUSDm,BUY,4228.272208,4219.569,0.05,0.05,closed,2H,2026-06-18T18:05:07.544487
